title,url,img,score,rank,popularity,watching,completed,on_hold,dropped,plan_to_watch,members,favorites,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,Source,genres,demographic,duration,rating
Gimai Seikatsu,https://myanimelist.net/anime/52481/Gimai_Seikatsu,https://cdn.myanimelist.net/images/anime/1420/143707.jpg,7.311,2912,1360,29452,93244,5540,11434,59998,199668,1554,TV,12,Finished Airing,"Jul 4, 2024 to Sep 19, 2024",Summer 2024,Thursdays at 21,"Movic, AT-X, Nippon Columbia, Kansai TV, Kadokawa, Pia, 100studio, One Cushion","None found, add some",Studio Deen,Light novel,,,23 min. per ep.,PG-13 - Teens 13 or older
Gosenzo-sama Banbanzai!,https://myanimelist.net/anime/4639/Gosenzo-sama_Banbanzai,https://cdn.myanimelist.net/images/anime/1908/146500.jpg,7.311,2913,6762,512,3854,314,337,6231,11248,168,OVA,6,Finished Airing,"Aug 5, 1989 to Jan 25, 1990",,,"None found, add some","None found, add some",Studio Pierrot,Original,"Avant Garde, Comedy, Drama, Sci-Fi",,28 min. per ep.,R - 17+ (violence & profanity)
Hanayamata,https://myanimelist.net/anime/21681/Hanayamata,https://cdn.myanimelist.net/images/anime/1963/90831.jpg,7.311,2914,2128,7315,50521,4729,6445,46313,115323,400,TV,12,Finished Airing,"Jul 8, 2014 to Sep 23, 2014",Summer 2014,Tuesdays at 01,"TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DIVE II Entertainment, Bandai Namco Games",Sentai Filmworks,Madhouse,Manga,,,24 min. per ep.,PG-13 - Teens 13 or older
High School! Kimengumi,https://myanimelist.net/anime/714/High_School_Kimengumi,https://cdn.myanimelist.net/images/anime/1146/106160.jpg,7.311,2915,9048,378,2065,302,373,2342,5460,28,TV,86,Finished Airing,"Oct 20, 1985 to Oct 3, 1987",Fall 1985,Unknown,"Tsuchida Productions, Omnibus Promotion","None found, add some","Gallop, Studio Comet",Manga,"Comedy, Romance",Shounen,25 min. per ep.,PG-13 - Teens 13 or older
Himouto! Umaru-chan R,https://myanimelist.net/anime/35376/Himouto_Umaru-chan_R,https://cdn.myanimelist.net/images/anime/10/89671.jpg,7.311,2916,1003,14848,183850,7363,8274,58595,272930,552,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,Sundays at 23,"AT-X, Flex Comix, TOHO animation, Good Smile Company, Shueisha, bilibili, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,,Seinen,23 min. per ep.,PG-13 - Teens 13 or older
Appleseed Saga Ex Machina,https://myanimelist.net/anime/2969/Appleseed_Saga_Ex_Machina,https://cdn.myanimelist.net/images/anime/10/23677.jpg,7.301,2917,3926,624,31817,338,310,7852,40941,114,Movie,1,Finished Airing,"Oct 20, 2007",,,Sega,"ADV Films, Warner Bros. Pictures",Digital Frontier,Manga,,,1 hr. 44 min.,R - 17+ (violence & profanity)
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,https://myanimelist.net/anime/5244/Aria_the_Natural__Sono_Futatabi_Deaeru_Kiseki_ni,https://cdn.myanimelist.net/images/anime/9/10494.jpg,7.301,2918,5680,292,11581,262,199,5055,17389,33,Special,1,Finished Airing,"May 7, 2006",,,"TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,HAL Film Maker,Manga,"Sci-Fi, Slice of Life",Shounen,5 min.,G - All Ages
Bai Lian Cheng Shen,https://myanimelist.net/anime/52949/Bai_Lian_Cheng_Shen,https://cdn.myanimelist.net/images/anime/1008/131511.jpg,7.301,2919,10318,995,1449,110,245,875,3674,47,ONA,52,Finished Airing,"Nov 4, 2022 to Oct 20, 2023",,,"Youku, Ranzai Studio","None found, add some","Qingxiang Culture, Yien Animation Studio",Web novel,"Action, Adventure, Fantasy",,20 min. per ep.,PG-13 - Teens 13 or older
Bai Yao Pu,https://myanimelist.net/anime/41224/Bai_Yao_Pu,https://cdn.myanimelist.net/images/anime/1403/108297.jpg,7.301,2920,5511,2683,3549,768,731,11115,18846,80,ONA,12,Finished Airing,"Apr 25, 2020 to Jul 4, 2020",,,bilibili,"None found, add some","Haoliners Animation, CMC Media",Web novel,"Adventure, Mystery, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older
Bubblegum Crisis,https://myanimelist.net/anime/1347/Bubblegum_Crisis,https://cdn.myanimelist.net/images/anime/5/27361.jpg,7.301,2921,3081,4031,22249,2205,1667,32935,63087,608,OVA,8,Finished Airing,"Feb 25, 1987 to Jan 30, 1991",,,Youmex,AnimEigo,"AIC, Artmic",Original,"Adventure, Sci-Fi",,40 min. per ep.,R+ - Mild Nudity
"Chi's Sweet Home: Chi to Kocchi, Deau.",https://myanimelist.net/anime/7972/Chis_Sweet_Home__Chi_to_Kocchi_Deau,https://cdn.myanimelist.net/images/anime/6/80214.jpg,7.301,2922,7894,188,4685,119,131,2527,7650,7,OVA,1,Finished Airing,"Apr 23, 2010",,,"None found, add some","None found, add some",Madhouse,Manga,,Seinen,13 min.,G - All Ages
Dae Jang Geum: Jang Geum's Dream 2,https://myanimelist.net/anime/9200/Dae_Jang_Geum__Jang_Geums_Dream_2,https://cdn.myanimelist.net/images/anime/11/25501.jpg,7.301,2923,11636,130,1457,73,130,736,2526,14,TV,26,Finished Airing,"Mar 14, 2007 to Sep 19, 2007",Spring 2007,Unknown,Heewon Entertainment,"None found, add some","None found, add some",Other,"Adventure, Comedy, Gourmet",,24 min. per ep.,None
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,https://myanimelist.net/anime/29067/Danna_ga_Nani_wo_Itteiru_ka_Wakaranai_Ken_2_Sure-me,https://cdn.myanimelist.net/images/anime/9/73595.jpg,7.301,2924,1310,6715,167725,2697,1935,29062,208134,189,TV,13,Finished Airing,"Apr 3, 2015 to Jun 26, 2015",Spring 2015,Fridays at 01,"DAX Production, Dream Creation","None found, add some",Seven,4-koma manga,"Comedy, Romance",,3 min. per ep.,PG-13 - Teens 13 or older
Dotto Koni-chan,https://myanimelist.net/anime/1684/Dotto_Koni-chan,https://cdn.myanimelist.net/images/anime/1910/106998.jpg,7.301,2925,8752,368,2722,250,339,2285,5964,26,TV,26,Finished Airing,"Nov 26, 2000 to May 29, 2001",Fall 2000,Sundays at 17,"Genco, Animax","None found, add some",Shaft,Original,,,25 min. per ep.,PG-13 - Teens 13 or older
Fuyu no Sonata,https://myanimelist.net/anime/4189/Fuyu_no_Sonata,https://cdn.myanimelist.net/images/anime/12/26302.jpg,7.301,2926,4888,1504,6024,1145,1694,14907,25274,72,TV,26,Finished Airing,"Oct 17, 2009 to May 1, 2010",Fall 2009,Unknown,Yoon's Color,"None found, add some","Studio Comet, KeyEast, REALTHING",Other,"Drama, Romance",,25 min. per ep.,PG-13 - Teens 13 or older
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,https://myanimelist.net/anime/484/Gensoumaden_Saiyuuki_Movie__Requiem_-_Erabarezaru_Mono_e_no_Chinkonka,https://cdn.myanimelist.net/images/anime/1628/106419.jpg,7.301,2927,6970,272,6650,176,177,3185,10460,20,Movie,1,Finished Airing,"Aug 18, 2001",,,"None found, add some","ADV Films, Sentai Filmworks",Studio Pierrot,Manga,"Adventure, Supernatural",Shounen,1 hr. 34 min.,PG-13 - Teens 13 or older
Girls & Panzer: Saishuushou Part 2 Specials,https://myanimelist.net/anime/40656/Girls___Panzer__Saishuushou_Part_2_Specials,https://cdn.myanimelist.net/images/anime/1789/104010.jpg,7.301,2928,7094,382,5925,276,141,3325,10049,5,Special,3,Finished Airing,"Feb 27, 2020",,,"None found, add some","None found, add some",Actas,Original,,,9 min. per ep.,PG-13 - Teens 13 or older
High School Fleet,https://myanimelist.net/anime/31500/High_School_Fleet,https://cdn.myanimelist.net/images/anime/9/79670.jpg,7.301,2929,2177,6797,56599,3263,5174,38993,110826,909,TV,12,Finished Airing,"Apr 10, 2016 to Jun 26, 2016",Spring 2016,Sundays at 00,"Aniplex, Half H.P Studio, Asmik Ace, Graphinica, BS11, Contents Seed, Cromea, Akatsuki",Aniplex of America,Production IMS,Original,,,24 min. per ep.,PG-13 - Teens 13 or older
Hottarake no Shima: Haruka to Mahou no Kagami,https://myanimelist.net/anime/5998/Hottarake_no_Shima__Haruka_to_Mahou_no_Kagami,https://cdn.myanimelist.net/images/anime/6/22255.jpg,7.301,2930,7072,223,5966,122,161,3679,10151,19,Movie,1,Finished Airing,"Aug 22, 2009",,,"Dentsu, Pony Canyon, Fuji TV, TOHO, Mediarte Entertainment Works",Funimation,"Production I.G, Polygon Pictures",Original,,,1 hr. 38 min.,G - All Ages
Inazuma Eleven Go: Chrono Stone,https://myanimelist.net/anime/13261/Inazuma_Eleven_Go__Chrono_Stone,https://cdn.myanimelist.net/images/anime/1619/94705.jpg,7.301,2931,2999,2935,53376,1231,2015,6627,66184,402,TV,51,Finished Airing,"Apr 18, 2012 to May 1, 2013",Spring 2012,Wednesdays at 19,"None found, add some","None found, add some",OLM,Game,,,23 min. per ep.,G - All Ages
Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,https://myanimelist.net/anime/6288/Kidou_Senshi_Gundam_00_Movie__A_Wakening_of_the_Trailblazer,https://cdn.myanimelist.net/images/anime/1828/117867.jpg,7.301,2932,2986,993,54539,448,335,10449,66764,249,Movie,1,Finished Airing,"Sep 18, 2010",,,"Bandai Visual, Sotsu, Mainichi Broadcasting System","Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,,,2 hr.,R - 17+ (violence & profanity)
Kijin Gentoushou,https://myanimelist.net/anime/49778/Kijin_Gentoushou,https://cdn.myanimelist.net/images/anime/1722/148906.jpg,7.301,2933,2151,33610,21880,4252,8138,45434,113314,551,TV,24,Finished Airing,"Mar 31, 2025 to Sep 30, 2025",Spring 2025,Tuesdays at 00,"Mainichi Broadcasting System, Bit grooove promotion",Sentai Filmworks,Yokohama Animation Lab,Novel,"Action, Adventure, Fantasy",,25 min. per ep.,R - 17+ (violence & profanity)
Long Zhi Gu: Jingling Wangzuo,https://myanimelist.net/anime/31678/Long_Zhi_Gu__Jingling_Wangzuo,https://cdn.myanimelist.net/images/anime/1062/112381.jpg,7.301,2934,9341,212,2165,94,135,2411,5017,13,Movie,1,Finished Airing,"Aug 19, 2016",,,"None found, add some","None found, add some",Mili Pictures,Game,"Action, Adventure, Fantasy",,1 hr. 44 min.,PG-13 - Teens 13 or older
Love Hina Christmas Special: Silent Eve,https://myanimelist.net/anime/191/Love_Hina_Christmas_Special__Silent_Eve,https://cdn.myanimelist.net/images/anime/11/82467.jpg,7.301,2935,3156,581,53021,394,246,5969,60211,48,TV Special,1,Finished Airing,"Dec 25, 2000",,,"TV Tokyo, Yomiko Advertising",Bandai Entertainment,Xebec,Manga,"Comedy, Romance",Shounen,45 min.,PG-13 - Teens 13 or older
Love Lab,https://myanimelist.net/anime/16353/Love_Lab,https://cdn.myanimelist.net/images/anime/1900/147887.jpg,7.301,2936,1297,13924,98160,7745,8913,81591,210333,549,TV,13,Finished Airing,"Jul 5, 2013 to Sep 27, 2013",Summer 2013,Fridays at 02,"Aniplex, Dentsu, Mainichi Broadcasting System",Sentai Filmworks,Doga Kobo,Manga,"Comedy, Romance",,24 min. per ep.,PG-13 - Teens 13 or older
Mei to Koneko Bus,https://myanimelist.net/anime/2488/Mei_to_Koneko_Bus,https://cdn.myanimelist.net/images/anime/1034/99602.jpg,7.301,2937,5084,438,13311,276,224,8754,23003,24,Special,1,Finished Airing,"Oct 1, 2002",,,"None found, add some","None found, add some",Studio Ghibli,Original,"Adventure, Fantasy",,14 min.,G - All Ages
Odekake Kozame,https://myanimelist.net/anime/55463/Odekake_Kozame,https://cdn.myanimelist.net/images/anime/1464/136707.jpg,7.301,2938,10645,741,954,221,229,1204,3349,29,ONA,60,Finished Airing,"Aug 1, 2023 to May 10, 2024",,,"Kadokawa, dugout","None found, add some",ENGI,Manga,,,1 min. per ep.,G - All Ages
One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,https://myanimelist.net/anime/2107/One_Piece_Movie_08__Episode_of_Alabasta_-_Sabaku_no_Oujo_to_Kaizoku-tachi,https://cdn.myanimelist.net/images/anime/13/21760.jpg,7.301,2939,2750,941,64898,616,567,10087,77109,30,Movie,1,Finished Airing,"Mar 3, 2007",,,Fujipacific Music,Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 30 min.,PG-13 - Teens 13 or older
Ore wo Suki nano wa Omae dake ka yo,https://myanimelist.net/anime/38483/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo,https://cdn.myanimelist.net/images/anime/1348/102797.jpg,7.301,2940,508,34742,326192,9936,16664,109140,496674,2371,TV,12,Finished Airing,"Oct 3, 2019 to Dec 26, 2019",Fall 2019,Thursdays at 00,"Aniplex, Movic, Barnum Studio, Tokyo MX, Q-Tec, Docomo Anime Store, BS11, Straight Edge, Kadokawa",Aniplex of America,Connect,Light novel,"Comedy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older
Poketoon,https://myanimelist.net/anime/42161/Poketoon,https://cdn.myanimelist.net/images/anime/1941/117693.jpg,7.301,2941,7673,1402,3861,655,366,1984,8268,19,ONA,8,Finished Airing,"Jun 4, 2020 to Dec 28, 2021",,,"Nintendo, Creatures","None found, add some","Magic Bus, Studio Colorido, DandeLion Animation Studio, Studio GOONEYS, Pancake, Mimoid, team Yamahitsuji",Game,"Adventure, Comedy",Kids,8 min. per ep.,G - All Ages
Potemayo,https://myanimelist.net/anime/2744/Potemayo,https://cdn.myanimelist.net/images/anime/7/25944.jpg,7.301,2942,5198,1364,9291,898,1158,9102,21813,90,TV,12,Finished Airing,"Jul 7, 2007 to Sep 22, 2007",Summer 2007,Unknown,Lantis,"None found, add some",J.C.Staff,4-koma manga,,Seinen,24 min. per ep.,PG-13 - Teens 13 or older
Quanzhi Fashi IV,https://myanimelist.net/anime/40005/Quanzhi_Fashi_IV,https://cdn.myanimelist.net/images/anime/1925/105375.jpg,7.301,2943,3730,2891,32012,617,660,8727,44907,91,ONA,12,Finished Airing,"May 27, 2020 to Jun 24, 2020",,,"Tencent Animation & Comics, Tencent Video, China Literature Limited","None found, add some",Foch Film,Web novel,"Action, Fantasy",,21 min. per ep.,PG-13 - Teens 13 or older
Rakuen Tsuihou,https://myanimelist.net/anime/13391/Rakuen_Tsuihou,https://cdn.myanimelist.net/images/anime/3/87919.jpg,7.301,2944,2179,3910,60835,1278,1187,43452,110662,347,Movie,1,Finished Airing,"Nov 15, 2014",,,"Toei Animation, Kinoshita Koumuten",Aniplex of America,Graphinica,Original,,,1 hr. 43 min.,R+ - Mild Nudity
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,https://myanimelist.net/anime/43470/Rikei_ga_Koi_ni_Ochita_no_de_Shoumei_shitemita_Heart,https://cdn.myanimelist.net/images/anime/1109/118948.jpg,7.301,2945,1597,17474,73601,5624,5981,65212,167892,533,TV,12,Finished Airing,"Apr 2, 2022 to Jun 18, 2022",Spring 2022,Saturdays at 01,"Sony Music Entertainment, BS Fuji, Flex Comix, Hokkaido Cultural Broadcasting, Office Nobu, bilibili, Yomiuri TV Enterprise, Kanetsu Investment, Toyo Recording, Global Solutions, SUPA LOVE, BloomZ, Mirai-Kojo, AMG Entertainment, Starry Cube","None found, add some",Zero-G,Web manga,"Comedy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older
Robotics;Notes,https://myanimelist.net/anime/13599/Robotics_Notes,https://cdn.myanimelist.net/images/anime/10/42013.jpg,7.301,2946,1455,10242,93659,7439,7934,66360,185634,593,TV,22,Finished Airing,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,Fridays at 01,"Aniplex, Dentsu, Fuji TV, Nitroplus, Fujipacific Music, MAGES.",Funimation,Production I.G,Visual novel,"Drama, Mystery, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older
Shashinkan,https://myanimelist.net/anime/20671/Shashinkan,https://cdn.myanimelist.net/images/anime/1413/112309.jpg,7.301,2947,7249,237,5176,104,91,3902,9510,11,Movie,1,Finished Airing,"Nov 9, 2013",,,"None found, add some","None found, add some",Studio Colorido,Original,,,16 min.,G - All Ages
Shenguo Zhi Shang,https://myanimelist.net/anime/61564/Shenguo_Zhi_Shang,https://cdn.myanimelist.net/images/anime/1071/150646.jpg,7.301,2948,16116,177,318,22,48,170,735,10,ONA,17,Finished Airing,"Jun 14, 2025 to Sep 20, 2025",,,iQIYI,"None found, add some",CG Year,Web novel,"Action, Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older
Shigofumi: Sore kara,https://myanimelist.net/anime/4715/Shigofumi__Sore_kara,https://cdn.myanimelist.net/images/anime/11/9064.jpg,7.301,2949,5589,219,14105,142,111,3553,18130,4,Special,1,Finished Airing,"Sep 26, 2008",,,"Bandai Visual, Genco, Lantis, Rakuonsha",Sentai Filmworks,J.C.Staff,Original,"Drama, Fantasy, Suspense",,23 min.,PG-13 - Teens 13 or older
Slayers Great,https://myanimelist.net/anime/868/Slayers_Great,https://cdn.myanimelist.net/images/anime/4/13097.jpg,7.301,2950,5183,441,15678,266,182,5461,22028,18,Movie,1,Finished Airing,"Aug 2, 1997",,,"TV Tokyo, SoftX",ADV Films,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy",,58 min.,PG-13 - Teens 13 or older
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,https://myanimelist.net/anime/15307/Smile_Precure_Movie__Ehon_no_Naka_wa_Minna_Chiguhagu,https://cdn.myanimelist.net/images/anime/6/42291.jpg,7.301,2951,8381,187,4455,99,176,1713,6630,9,Movie,1,Finished Airing,"Oct 27, 2012",,,"None found, add some","None found, add some",Toei Animation,Original,,,1 hr. 11 min.,G - All Ages
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,https://myanimelist.net/anime/1081/Space_Pirate_Captain_Herlock__Outside_Legend_-_The_Endless_Odyssey,https://cdn.myanimelist.net/images/anime/1543/106174.jpg,7.301,2952,7018,523,4292,300,262,4966,10343,41,OVA,13,Finished Airing,"Dec 21, 2002 to Dec 21, 2003",,,"VAP, Pioneer LDC",Geneon Entertainment USA,Madhouse,Manga,"Action, Adventure, Drama, Sci-Fi",Seinen,25 min. per ep.,PG-13 - Teens 13 or older
The Animatrix,https://myanimelist.net/anime/1303/The_Animatrix,https://cdn.myanimelist.net/images/anime/3/75870.jpg,7.301,2953,2481,1918,64410,945,810,23180,91263,293,OVA,9,Finished Airing,"Jun 3, 2003",,,"None found, add some",Warner Bros. Pictures,"Madhouse, Studio 4°C, Square Pictures",Other,"Action, Drama, Sci-Fi",,10 min. per ep.,R - 17+ (violence & profanity)
The iDOLM@STER Cinderella Girls: U149 Special,https://myanimelist.net/anime/55802/The_iDOLMSTER_Cinderella_Girls__U149_Special,https://cdn.myanimelist.net/images/anime/1171/138946.jpg,7.301,2954,12032,115,1494,50,77,531,2267,0,Special,1,Finished Airing,"Oct 25, 2023",,,"None found, add some","None found, add some",CygamesPictures,Web manga,,,25 min.,PG-13 - Teens 13 or older
Wagamama☆Fairy Mirumo de Pon!,https://myanimelist.net/anime/1744/Wagamama☆Fairy_Mirumo_de_Pon,https://cdn.myanimelist.net/images/anime/10/75644.jpg,7.301,2955,5204,1505,11323,1877,2112,4937,21754,140,TV,172,Finished Airing,"Apr 6, 2002 to Sep 27, 2005",Spring 2002,Unknown,"Trinity Sound, Shogakukan Productions",VIZ Media,Studio Hibari,Manga,"Adventure, Comedy, Drama, Fantasy, Romance",Shoujo,21 min. per ep.,G - All Ages
Yao Shen Ji,https://myanimelist.net/anime/35626/Yao_Shen_Ji,https://cdn.myanimelist.net/images/anime/2/88177.jpg,7.301,2956,5633,1793,10473,339,946,4203,17754,158,ONA,40,Finished Airing,"May 9, 2017 to Sep 22, 2017",,,"None found, add some","None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance",,8 min. per ep.,PG-13 - Teens 13 or older
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,https://myanimelist.net/anime/42587/Yuuki_Yuuna_wa_Yuusha_de_Aru__Dai_Mankai_no_Shou,https://cdn.myanimelist.net/images/anime/1657/118480.jpg,7.301,2957,4744,2395,9889,783,817,13387,27271,156,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01,Mainichi Broadcasting System,Sentai Filmworks,Studio Gokumi,Original,,,24 min. per ep.,PG-13 - Teens 13 or older
"Yuyushiki: Komarasetari, Komarasaretari",https://myanimelist.net/anime/33035/Yuyushiki__Komarasetari_Komarasaretari,https://cdn.myanimelist.net/images/anime/7/90116.jpg,7.301,2958,6180,332,9043,166,135,4234,13910,14,OVA,1,Finished Airing,"Feb 22, 2017",,,"None found, add some","None found, add some",Kinema Citrus,4-koma manga,,,27 min.,PG-13 - Teens 13 or older
Ristorante Paradiso,https://myanimelist.net/anime/5984/Ristorante_Paradiso,https://cdn.myanimelist.net/images/anime/13/17488.jpg,7.291,2959,3496,2563,17021,1948,2590,26055,50177,186,TV,11,Finished Airing,"Apr 9, 2009 to Jun 25, 2009",Spring 2009,Thursdays at 02,"Fuji TV, Fujipacific Music, Sony PCL, Omnibus Promotion",Nozomi Entertainment,David Production,Manga,"Drama, Gourmet, Romance",,22 min. per ep.,PG-13 - Teens 13 or older
Seitokai no Ichizon,https://myanimelist.net/anime/5909/Seitokai_no_Ichizon,https://cdn.myanimelist.net/images/anime/7/19646.jpg,7.291,2960,1330,11559,109159,6866,8319,69393,205296,735,TV,12,Finished Airing,"Oct 3, 2009 to Dec 19, 2009",Fall 2009,Unknown,"Kadokawa Shoten, AMG MUSIC",Sentai Filmworks,Studio Deen,Light novel,,,24 min. per ep.,PG-13 - Teens 13 or older
Senpai wa Otokonoko,https://myanimelist.net/anime/54855/Senpai_wa_Otokonoko,https://cdn.myanimelist.net/images/anime/1049/144505.jpg,7.291,2961,2586,11950,28851,2997,8045,33271,85114,454,TV,12,Finished Airing,"Jul 5, 2024 to Sep 27, 2024",Summer 2024,Fridays at 00,"Aniplex, Dentsu, Fuji TV, Crunchyroll, Bit grooove promotion","None found, add some",Project No.9,Web manga,"Drama, Romance",,22 min. per ep.,PG-13 - Teens 13 or older
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 1,https://myanimelist.net/anime/40732/Shaonian_Ge_Xing__Feng_Hua_Xue_Yue_Pian_Part_1,https://cdn.myanimelist.net/images/anime/1347/153841.jpg,7.291,2962,12537,283,722,58,118,773,1954,15,ONA,16,Finished Airing,"Jul 28, 2021 to Nov 3, 2021",,,"bilibili, Youku","None found, add some",CG Year,Web novel,"Action, Adventure, Mystery",,18 min. per ep.,PG-13 - Teens 13 or older
Shin Chou Kyou Ryo: Condor Hero,https://myanimelist.net/anime/959/Shin_Chou_Kyou_Ryo__Condor_Hero,https://cdn.myanimelist.net/images/anime/1698/139204.jpg,7.291,2963,7171,630,3829,363,566,4377,9765,38,TV,26,Finished Airing,"Apr 11, 2001 to Oct 28, 2002",Spring 2001,Unknown,Jade Animation,"None found, add some",Nippon Animation,Novel,"Adventure, Drama, Romance",,24 min. per ep.,PG-13 - Teens 13 or older
Shinrei Tantei Yakumo,https://myanimelist.net/anime/7662/Shinrei_Tantei_Yakumo,https://cdn.myanimelist.net/images/anime/13/35829.jpg,7.291,2964,1846,7808,71822,5013,6075,47713,138431,557,TV,13,Finished Airing,"Oct 3, 2010 to Dec 26, 2010",Fall 2010,Sundays at 23,"NHK, Sogo Vision, NHK-BS2",Sentai Filmworks,Bee Train,Novel,"Horror, Mystery, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older
Slayers Gorgeous,https://myanimelist.net/anime/867/Slayers_Gorgeous,https://cdn.myanimelist.net/images/anime/5/34991.jpg,7.291,2965,5284,415,15083,255,185,5113,21051,11,Movie,1,Finished Airing,"Aug 1, 1998",,,Kadokawa Shoten,ADV Films,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy",,1 hr.,PG-13 - Teens 13 or older
Sousei no Onmyouji,https://myanimelist.net/anime/32105/Sousei_no_Onmyouji,https://cdn.myanimelist.net/images/anime/12/79556.jpg,7.291,2966,450,70309,246474,35940,57450,136195,546368,3119,TV,50,Finished Airing,"Apr 6, 2016 to Mar 29, 2017",Spring 2016,Wednesdays at 18,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Avex Pictures, Shueisha",Crunchyroll,Studio Pierrot,Manga,"Action, Fantasy, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older
Speed Grapher,https://myanimelist.net/anime/198/Speed_Grapher,https://cdn.myanimelist.net/images/anime/13/12343.jpg,7.291,2967,2019,7051,49987,5774,6064,54618,123494,636,TV,24,Finished Airing,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,Fridays at 02,"TV Asahi, Rakuonsha, WAO World, TAP, Future Vision Music",Funimation,Gonzo,Original,"Action, Mystery, Suspense",,23 min. per ep.,R+ - Mild Nudity
Tales of Zestiria the Cross 2nd Season,https://myanimelist.net/anime/34086/Tales_of_Zestiria_the_Cross_2nd_Season,https://cdn.myanimelist.net/images/anime/1788/108410.jpg,7.291,2968,1586,11237,108943,4956,5367,38506,169009,213,TV,13,Finished Airing,"Jan 8, 2017 to Apr 29, 2017",Winter 2017,Sundays at 23,"Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan",Funimation,ufotable,Game,"Action, Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,https://myanimelist.net/anime/1146/Tenchi_Muyou_Ryououki__Omatsuri_Zenjitsu_no_Yoru,https://cdn.myanimelist.net/images/anime/1357/95308.jpg,7.291,2969,5654,388,12921,205,184,3895,17593,16,OVA,1,Finished Airing,"Sep 25, 1993",,,"Pioneer LDC, Arts Pro","Funimation, Geneon Entertainment USA",AIC,Original,"Comedy, Romance, Sci-Fi",,43 min.,R+ - Mild Nudity
The Third: Aoi Hitomi no Shoujo,https://myanimelist.net/anime/944/The_Third__Aoi_Hitomi_no_Shoujo,https://cdn.myanimelist.net/images/anime/12/75545.jpg,7.291,2970,5057,1316,10032,1329,1295,9421,23393,96,TV,24,Finished Airing,"Apr 14, 2006 to Oct 27, 2006",Spring 2006,Fridays at 00,Kadokawa Shoten,"Nozomi Entertainment, Kadokawa Pictures USA",Xebec,Light novel,"Action, Adventure, Sci-Fi",,23 min. per ep.,R - 17+ (violence & profanity)
"Tokyo Ghoul: ""Jack""",https://myanimelist.net/anime/30458/Tokyo_Ghoul__Jack,https://cdn.myanimelist.net/images/anime/1739/123152.jpg,7.291,2971,1022,3479,224988,1394,1202,37671,268734,434,OVA,1,Finished Airing,"Sep 30, 2015",,,"None found, add some",Funimation,Studio Pierrot,Manga,"Action, Fantasy, Horror, Suspense",Seinen,30 min.,R - 17+ (violence & profanity)
Towa no Quon 2: Konton no Ranbu,https://myanimelist.net/anime/10713/Towa_no_Quon_2__Konton_no_Ranbu,https://cdn.myanimelist.net/images/anime/1159/112801.jpg,7.291,2972,3904,783,30295,376,251,9723,41428,17,Movie,1,Finished Airing,"Jul 16, 2011",,,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL, Fonishia",Sentai Filmworks,Bones,Original,"Action, Mystery, Sci-Fi",,48 min.,PG-13 - Teens 13 or older
