title,url,img,score,rank,popularity,watching,completed,on_hold,dropped,plan_to_watch,members,favorites,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,Source,genres,demographic,duration,rating
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,https://myanimelist.net/anime/807/Tsubasa_Chronicle__Tori_Kago_no_Kuni_no_Himegimi,https://cdn.myanimelist.net/images/anime/6/45953.jpg,7.291,2973,3603,675,35115,504,295,10995,47584,65,Movie,1,Finished Airing,"Aug 20, 2005",,,"Shochiku, NHK, Kodansha, Movic, Nippon Shuppan Hanbai (Nippan) K.K., Fonishia",Funimation,Production I.G,Manga,"Action, Adventure, Drama, Fantasy, Romance",Shounen,35 min.,PG-13 - Teens 13 or older
Yao Shen Ji 2nd Season,https://myanimelist.net/anime/37164/Yao_Shen_Ji_2nd_Season,https://cdn.myanimelist.net/images/anime/1643/101532.jpg,7.291,2974,7060,679,7699,121,286,1402,10187,23,ONA,40,Finished Airing,"Jan 6, 2018 to May 23, 2018",,,Tencent Video,"None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance",,7 min. per ep.,PG-13 - Teens 13 or older
Youkai Gakkou no Sensei Hajimemashita!,https://myanimelist.net/anime/57533/Youkai_Gakkou_no_Sensei_Hajimemashita,https://cdn.myanimelist.net/images/anime/1800/145662.jpg,7.291,2975,3757,9052,13508,1707,5079,14860,44206,272,TV,24,Finished Airing,"Oct 8, 2024 to Mar 25, 2025",Fall 2024,Tuesdays at 23,"Square Enix, Frontier Works, Movic, Tokyo MX, ABC Animation, arma bianca, Mixer, NetEase, BS Asahi, Kappa Entertainment","None found, add some",Satelight,Manga,"Comedy, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Zhen Hun Jie 3rd Season,https://myanimelist.net/anime/55790/Zhen_Hun_Jie_3rd_Season,https://cdn.myanimelist.net/images/anime/1080/136724.jpg,7.291,2976,11134,267,814,88,100,1646,2915,3,ONA,16,Finished Airing,"Jul 29, 2023 to Nov 4, 2023",,,bilibili,"None found, add some",L²Studio,Manga,"Action, Fantasy",,22 min. per ep.,PG-13 - Teens 13 or older
3-nen Z-gumi Ginpachi-sensei Announcement Special,https://myanimelist.net/anime/54761/3-nen_Z-gumi_Ginpachi-sensei_Announcement_Special,https://cdn.myanimelist.net/images/anime/1218/134528.jpg,7.291,2977,11409,135,1976,34,87,465,2697,5,Special,1,Finished Airing,"Mar 19, 2023",,,Trinity Sound,"None found, add some",Bandai Namco Pictures,Light novel,,,1 min.,PG-13 - Teens 13 or older
Araburu Kisetsu no Otome-domo yo.,https://myanimelist.net/anime/38753/Araburu_Kisetsu_no_Otome-domo_yo,https://cdn.myanimelist.net/images/anime/1622/111483.jpg,7.291,2978,720,26271,195462,10088,12908,125617,370346,1669,TV,12,Finished Airing,"Jul 6, 2019 to Sep 21, 2019",Summer 2019,Saturdays at 02,"Mainichi Broadcasting System, Kodansha, DMM pictures",Sentai Filmworks,Lay-duce,Manga,"Drama, Romance",Shounen,24 min. per ep.,PG-13 - Teens 13 or older
Bakemonogatari Recap,https://myanimelist.net/anime/6948/Bakemonogatari_Recap,https://cdn.myanimelist.net/images/anime/1169/121800.jpg,7.291,2979,3415,896,38887,513,672,11388,52356,52,TV Special,1,Finished Airing,"Aug 7, 2009",,,"None found, add some","None found, add some",Shaft,Light novel,"Mystery, Romance, Supernatural",,24 min.,R - 17+ (violence & profanity)
Bamboo Blade,https://myanimelist.net/anime/2986/Bamboo_Blade,https://cdn.myanimelist.net/images/anime/1790/114537.jpg,7.291,2980,2467,4733,50739,5011,5271,26084,91838,285,TV,26,Finished Airing,"Oct 2, 2007 to Apr 1, 2008",Fall 2007,Tuesdays at 01,"AIC, Square Enix, d-rights, Studio Tulip, KlockWorx, flying DOG",Funimation,AIC ASTA,Manga,"Comedy, Sports",Seinen,24 min. per ep.,PG-13 - Teens 13 or older
BanG Dream! It's MyGO!!!!! Movie,https://myanimelist.net/anime/57754/BanG_Dream_Its_MyGO_Movie,https://cdn.myanimelist.net/images/anime/1055/145734.jpg,7.291,2981,11243,161,374,58,74,2153,2820,9,Movie,2,Finished Airing,"Sep 27, 2024 to Nov 8, 2024",,,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, Bushiroad Music, HoriPro International, Ace Crew Entertainment","None found, add some",SANZIGEN,Mixed media,,,1 hr. 58 min. per ep.,PG-13 - Teens 13 or older
Bâan: Otona no Kyoukai,https://myanimelist.net/anime/61984/Bâan__Otona_no_Kyoukai,https://cdn.myanimelist.net/images/anime/1879/150911.jpg,7.291,2982,3874,1229,32184,140,71,8319,41943,283,Movie,1,Finished Airing,"Aug 24, 2025",,,"Ai Addiction, GeeXPlus","None found, add some",Studio Daisy,Original,,,18 min.,PG-13 - Teens 13 or older
Benghuai: Xing Qiong Tiedao - The Herta De Mofa Chufang,https://myanimelist.net/anime/60735/Benghuai__Xing_Qiong_Tiedao_-_The_Herta_De_Mofa_Chufang,https://cdn.myanimelist.net/images/anime/1001/147451.jpg,7.291,2983,14495,59,852,18,53,145,1127,3,ONA,1,Finished Airing,"Jan 10, 2025",,,miHoYoAnime,"None found, add some","None found, add some",Game,"Fantasy, Gourmet, Sci-Fi",,2 min.,PG-13 - Teens 13 or older
D4DJ Double Mix,https://myanimelist.net/anime/51251/D4DJ_Double_Mix,https://cdn.myanimelist.net/images/anime/1604/125503.jpg,7.291,2984,7492,272,5761,88,122,2514,8757,36,TV Special,1,Finished Airing,"Aug 19, 2022",,,Bushiroad,"None found, add some",SANZIGEN,Mixed media,,,23 min.,PG-13 - Teens 13 or older
Doraemon Movie 43: Nobita no Chikyuu Symphony,https://myanimelist.net/anime/55874/Doraemon_Movie_43__Nobita_no_Chikyuu_Symphony,https://cdn.myanimelist.net/images/anime/1009/140131.jpg,7.291,2985,11796,94,1263,40,66,962,2425,12,Movie,1,Finished Airing,"Mar 1, 2024",,,"None found, add some","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Sci-Fi",,1 hr. 55 min.,PG - Children
Fullmetal Alchemist: Premium Collection,https://myanimelist.net/anime/908/Fullmetal_Alchemist__Premium_Collection,https://cdn.myanimelist.net/images/anime/10/18689.jpg,7.291,2986,2829,1132,52499,1013,628,18104,73376,93,OVA,3,Finished Airing,"Mar 29, 2006",,,"Aniplex, Square Enix",Funimation,Bones,Manga,"Comedy, Fantasy",Shounen,7 min. per ep.,PG-13 - Teens 13 or older
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,https://myanimelist.net/anime/5521/Hayate_no_Gotoku__Atsu_ga_Natsuize_-_Mizugi-hen,https://cdn.myanimelist.net/images/anime/3/13634.jpg,7.291,2987,3976,779,29232,424,313,8966,39714,35,OVA,1,Finished Airing,"Mar 6, 2009",,,"None found, add some","None found, add some",J.C.Staff,Manga,"Action, Comedy, Romance",,27 min.,PG-13 - Teens 13 or older
Healer Girl,https://myanimelist.net/anime/48857/Healer_Girl,https://cdn.myanimelist.net/images/anime/1727/122415.jpg,7.291,2988,4102,4048,13285,1454,3248,15119,37154,179,TV,12,Finished Airing,"Apr 4, 2022 to Jun 20, 2022",Spring 2022,Mondays at 23,"Lantis, Live Viewing Japan, Bandai Namco Arts","None found, add some",Studio 3Hz,Original,"Fantasy, Slice of Life",,23 min. per ep.,PG-13 - Teens 13 or older
Heisei Tanuki Gassen Ponpoko,https://myanimelist.net/anime/1030/Heisei_Tanuki_Gassen_Ponpoko,https://cdn.myanimelist.net/images/anime/1962/138712.jpg,7.291,2989,2078,1518,91001,885,817,24824,119045,364,Movie,1,Finished Airing,"Jun 13, 1994",,,"Daiei, Nippon Television Network","Disney Platform Distribution, GKIDS",Studio Ghibli,Original,,Kids,1 hr. 59 min.,G - All Ages
Helck,https://myanimelist.net/anime/51020/Helck,https://cdn.myanimelist.net/images/anime/1002/138524.jpg,7.291,2990,2100,18837,49859,5436,10999,32339,117470,338,TV,24,Finished Airing,"Jul 12, 2023 to Dec 20, 2023",Summer 2023,Wednesdays at 01,"Shogakukan-Shueisha Productions, Nippon Television Network, Shogakukan, BS NTV, Mixer, NetEase, Miki Production",Sentai Filmworks,Satelight,Web manga,"Action, Fantasy",,22 min. per ep.,PG-13 - Teens 13 or older
Hisone to Maso-tan,https://myanimelist.net/anime/36884/Hisone_to_Maso-tan,https://cdn.myanimelist.net/images/anime/1539/91169.jpg,7.291,2991,2516,6169,47363,3586,5262,26805,89185,343,TV,12,Finished Airing,"Apr 13, 2018 to Jun 29, 2018",Spring 2018,Fridays at 00,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures","None found, add some",Bones,Original,"Award Winning, Comedy, Drama, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older
Honoo no Toukyuuji: Dodge Danpei,https://myanimelist.net/anime/2228/Honoo_no_Toukyuuji__Dodge_Danpei,https://cdn.myanimelist.net/images/anime/1/2423.jpg,7.291,2992,8622,227,4441,157,290,1040,6155,27,TV,47,Finished Airing,"Oct 14, 1991 to Sep 21, 1992",Fall 1991,Unknown,"TV Tokyo, Shogakukan Productions","None found, add some",Animation 21,Manga,"Comedy, Sports",Kids,25 min. per ep.,PG - Children
Hunter x Hunter Movie 2: The Last Mission,https://myanimelist.net/anime/19951/Hunter_x_Hunter_Movie_2__The_Last_Mission,https://cdn.myanimelist.net/images/anime/10/62337.jpg,7.291,2993,1381,3434,147490,1643,921,43361,196849,332,Movie,1,Finished Airing,"Dec 27, 2013",,,"VAP, Nippon Television Network, Shueisha, Hiroshima Television",VIZ Media,Madhouse,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 37 min.,R - 17+ (violence & profanity)
Idol Time PriPara,https://myanimelist.net/anime/34787/Idol_Time_PriPara,https://cdn.myanimelist.net/images/anime/3/86056.jpg,7.291,2994,7636,922,3172,360,576,3334,8364,55,TV,51,Finished Airing,"Apr 4, 2017 to Mar 27, 2018",Spring 2017,Tuesdays at 17,"TV Tokyo, Nihon Ad Systems, Avex Pictures, Takara Tomy A.R.T.S, Shogakukan","None found, add some","Tatsunoko Production, Dongwoo A&E",Game,,,24 min. per ep.,PG - Children
Jin Zhan Fashi,https://myanimelist.net/anime/56963/Jin_Zhan_Fashi,https://cdn.myanimelist.net/images/anime/1228/139235.jpg,7.291,2995,11392,461,1202,95,151,791,2700,12,ONA,20,Finished Airing,"Nov 2, 2023 to Dec 21, 2023",,,Tencent Video,"None found, add some",2,Web novel,"Action, Adventure, Fantasy",,17 min. per ep.,PG-13 - Teens 13 or older
Kaitou Joker 2nd Season,https://myanimelist.net/anime/28869/Kaitou_Joker_2nd_Season,https://cdn.myanimelist.net/images/anime/9/72812.jpg,7.291,2996,8058,372,4673,183,267,1779,7274,19,TV,13,Finished Airing,"Apr 6, 2015 to Jun 29, 2015",Spring 2015,Mondays at 19,Asatsu DK,"None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Mystery",Kids,24 min. per ep.,PG - Children
Lupin III: Part III,https://myanimelist.net/anime/1426/Lupin_III__Part_III,https://cdn.myanimelist.net/images/anime/1441/100440.jpg,7.291,2997,4921,1232,10199,863,598,12042,24934,34,TV,50,Finished Airing,"Mar 3, 1984 to Dec 25, 1985",Spring 1984,Unknown,Yomiuri Telecasting,Discotek Media,Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy",Seinen,24 min. per ep.,R+ - Mild Nudity
Lupin III: Walther P38,https://myanimelist.net/anime/1439/Lupin_III__Walther_P38,https://cdn.myanimelist.net/images/anime/6/72201.jpg,7.291,2998,7132,218,6186,145,154,3207,9910,20,TV Special,1,Finished Airing,"Aug 1, 1997",,,VAP,"Funimation, Discotek Media",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Seinen,1 hr. 32 min.,PG-13 - Teens 13 or older
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",https://myanimelist.net/anime/53434/Maou_no_Ore_ga_Dorei_Elf_wo_Yome_ni_Shitanda_ga_Dou_Medereba_Ii,https://cdn.myanimelist.net/images/anime/1346/141203.jpg,7.291,2999,1367,23407,126795,3540,6626,38186,198554,797,TV,12,Finished Airing,"Apr 5, 2024 to Jun 21, 2024",Spring 2024,Fridays at 01,"Hobby Japan, Crunchyroll, Kanon Sound, DMM.com, NetEase, BS Asahi, Unlimited Produce by TMS","None found, add some",Brain's Base,Light novel,"Action, Fantasy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older
Mardock Scramble: The Second Combustion,https://myanimelist.net/anime/10624/Mardock_Scramble__The_Second_Combustion,https://cdn.myanimelist.net/images/anime/1791/112725.jpg,7.291,3000,3868,849,28642,455,292,11817,42055,53,Movie,1,Finished Airing,"Sep 3, 2011",,,"Aniplex, Starchild Records",Sentai Filmworks,GoHands,Novel,"Action, Sci-Fi, Suspense",,1 hr. 4 min.,R+ - Mild Nudity
Naruto: Shippuuden Movie 1,https://myanimelist.net/anime/2472/Naruto__Shippuuden_Movie_1,https://cdn.myanimelist.net/images/anime/1703/134493.jpg,7.291,3001,875,3669,288500,1083,854,21008,315114,329,Movie,1,Finished Airing,"Aug 4, 2007",,,"TV Tokyo, Aniplex, Dentsu, Bandai, Shueisha",VIZ Media,Studio Pierrot,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 34 min.,PG-13 - Teens 13 or older
Nihon e Youkoso Elf-san.,https://myanimelist.net/anime/57648/Nihon_e_Youkoso_Elf-san,https://cdn.myanimelist.net/images/anime/1650/146113.jpg,7.291,3002,2524,12738,41335,2138,4199,27954,88364,264,TV,12,Finished Airing,"Jan 10, 2025 to Mar 28, 2025",Winter 2025,Fridays at 22,"Lantis, Toei Video, Mainichi Broadcasting System, AT-X, DAX Production, KlockWorx, Hobby Japan, BS11, MAGNET, Bandai Namco Music Live, qooop","None found, add some",Zero-G,Light novel,"Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older
One Piece: Mamore! Saigo no Oobutai,https://myanimelist.net/anime/1238/One_Piece__Mamore_Saigo_no_Oobutai,https://cdn.myanimelist.net/images/anime/5/77108.jpg,7.291,3003,4265,532,26111,403,322,7107,34475,10,TV Special,1,Finished Airing,"Dec 14, 2003",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,45 min.,PG-13 - Teens 13 or older
Poputepipikku,https://myanimelist.net/anime/35330/Poputepipikku,https://cdn.myanimelist.net/images/anime/3/88816.jpg,7.291,3004,1183,22959,122847,13036,24443,50231,233516,1443,TV,12,Finished Airing,"Jan 7, 2018 to Mar 25, 2018",Winter 2018,Sundays at 01,"King Records, AC-Bu","Funimation, Sentai Filmworks",Kamikaze Douga,4-koma manga,,,11 min. per ep.,PG-13 - Teens 13 or older
Precure All Stars Movie New Stage 3: Eien no Tomodachi,https://myanimelist.net/anime/21031/Precure_All_Stars_Movie_New_Stage_3__Eien_no_Tomodachi,https://cdn.myanimelist.net/images/anime/1016/142416.jpg,7.291,3005,9018,184,3520,99,160,1550,5513,7,Movie,1,Finished Airing,"Mar 15, 2014",,,Kinoshita Group Holdings,"None found, add some",Toei Animation,Original,,,1 hr. 11 min.,G - All Ages
Quanzhi Fashi V,https://myanimelist.net/anime/48941/Quanzhi_Fashi_V,https://cdn.myanimelist.net/images/anime/1974/114887.jpg,7.291,3006,4487,2716,19525,540,472,7496,30749,122,ONA,12,Finished Airing,"Jul 28, 2021 to Aug 25, 2021",,,"Tencent Video, China Literature Limited","None found, add some",Foch Film,Web novel,"Action, Fantasy",,20 min. per ep.,PG-13 - Teens 13 or older
Jueshi Zhan Hun,https://myanimelist.net/anime/58711/Jueshi_Zhan_Hun,https://cdn.myanimelist.net/images/anime/1290/150120.jpg,7.281,3007,13855,813,0,81,112,310,1316,8,ONA,0,Currently Airing,"Apr 27, 2024 to ?",,,"iQIYI, Zhonghui Donghua, Sanjie Donghua","None found, add some","None found, add some",Unknown,"Action, Adventure, Fantasy",,10 min.,PG-13 - Teens 13 or older
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,https://myanimelist.net/anime/37303/K__Seven_Stories_Movie_2_-_Side_Blue_-_Tenrou_no_Gotoku,https://cdn.myanimelist.net/images/anime/1640/90999.jpg,7.281,3008,4823,692,11856,421,254,12873,26096,24,Movie,1,Finished Airing,"Aug 4, 2018",,,"None found, add some",VIZ Media,GoHands,Manga,,,1 hr. 1 min.,PG-13 - Teens 13 or older
Kami nomi zo Shiru Sekai: 4-nin to Idol,https://myanimelist.net/anime/10805/Kami_nomi_zo_Shiru_Sekai__4-nin_to_Idol,https://cdn.myanimelist.net/images/anime/12/32297.jpg,7.281,3009,2171,1550,92201,729,517,16572,111569,89,OVA,1,Finished Airing,"Sep 16, 2011",,,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy, Supernatural",Shounen,24 min.,PG-13 - Teens 13 or older
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,https://myanimelist.net/anime/5710/Keroro_Gunsou_Movie_4__Gekishin_Dragon_Warriors_de_Arimasu,https://cdn.myanimelist.net/images/anime/1136/98561.jpg,7.281,3010,9448,166,3208,78,134,1259,4845,8,Movie,1,Finished Airing,"Mar 7, 2009",,,"None found, add some",Discotek Media,Sunrise,Manga,,,1 hr. 18 min.,PG - Children
Kimi to Idol Precure♪,https://myanimelist.net/anime/60407/Kimi_to_Idol_Precure♪,https://cdn.myanimelist.net/images/anime/1277/147358.jpg,7.281,3011,8509,3334,1,339,362,2347,6383,54,TV,49,Currently Airing,"Feb 2, 2025 to ?",Winter 2025,Sundays at 08,"None found, add some","None found, add some",Toei Animation,Original,,,24 min. per ep.,G - All Ages
Koutetsujou no Kabaneri,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri,https://cdn.myanimelist.net/images/anime/12/79164.jpg,7.281,3012,237,57330,572009,18999,32225,191997,872560,3907,TV,12,Finished Airing,"Apr 8, 2016 to Jul 1, 2016",Spring 2016,Fridays at 00,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai TV","Funimation, Crunchyroll",Wit Studio,Original,"Action, Fantasy, Horror, Suspense",,22 min. per ep.,R - 17+ (violence & profanity)
Kowarekake no Orgel,https://myanimelist.net/anime/9213/Kowarekake_no_Orgel,https://cdn.myanimelist.net/images/anime/2/25552.jpg,7.281,3013,4149,970,22577,369,283,12184,36383,79,OVA,1,Finished Airing,"Dec 31, 2009",,,"None found, add some","None found, add some",ElectromagneticWave,Original,"Drama, Sci-Fi",,28 min.,G - All Ages
Kuma Kuma Kuma Bear Punch!,https://myanimelist.net/anime/45486/Kuma_Kuma_Kuma_Bear_Punch,https://cdn.myanimelist.net/images/anime/1132/134608.jpg,7.281,3014,2441,6880,50614,1689,2817,30882,92882,448,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 22,"Nippon Animation, AT-X, Nippon Columbia, Tokyo MX, Good Smile Company, Kanon Sound, NichiNare, Kadokawa, Shufu to Seikatsusha, Hike",Crunchyroll,EMT Squared,Light novel,"Adventure, Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older
Kyoro-chan,https://myanimelist.net/anime/4375/Kyoro-chan,https://cdn.myanimelist.net/images/anime/1172/101184.jpg,7.281,3015,10392,240,2195,179,384,611,3609,26,TV,91,Finished Airing,"Jul 1, 1999 to Mar 29, 2001",Summer 1999,Thursdays at 18,"TV Tokyo, Aniplex, Nihon Ad Systems","None found, add some",Group TAC,Other,"Adventure, Comedy, Fantasy",,25 min. per ep.,PG - Children
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,https://myanimelist.net/anime/53671/Love_Live_Nijigasaki_Gakuen_School_Idol_Doukoukai__Next_Sky,https://cdn.myanimelist.net/images/anime/1515/134847.jpg,7.281,3016,6657,332,6352,143,108,4769,11704,27,OVA,1,Finished Airing,"Jun 23, 2023",,,"Bushiroad, Sunrise Music, Kadokawa, Bandai Namco Arts","None found, add some",Sunrise,Other,,,29 min.,PG-13 - Teens 13 or older
Lupin III: Fuuma Ichizoku no Inbou,https://myanimelist.net/anime/1432/Lupin_III__Fuuma_Ichizoku_no_Inbou,https://cdn.myanimelist.net/images/anime/1142/94365.jpg,7.281,3017,6368,250,8620,161,164,3749,12944,15,Movie,1,Finished Airing,"Dec 26, 1987",,,TOHO,"AnimEigo, Discotek Media",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Seinen,1 hr. 13 min.,PG-13 - Teens 13 or older
Lupin III: Otakara Henkyaku Daisakusen!!,https://myanimelist.net/anime/1424/Lupin_III__Otakara_Henkyaku_Daisakusen,https://cdn.myanimelist.net/images/anime/1688/146710.jpg,7.281,3018,7732,181,4821,128,145,2801,8076,4,TV Special,1,Finished Airing,"Aug 1, 2003",,,"None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",Seinen,1 hr. 31 min.,PG-13 - Teens 13 or older
Lupin the IIIrd: Zenigata to Futari no Lupin,https://myanimelist.net/anime/61616/Lupin_the_IIIrd__Zenigata_to_Futari_no_Lupin,https://cdn.myanimelist.net/images/anime/1283/150650.jpg,7.281,3019,10757,118,1238,54,31,1797,3238,7,ONA,1,Finished Airing,"Jun 20, 2025",,,TMS Entertainment,"None found, add some",Telecom Animation Film,Manga,"Action, Adventure, Comedy, Mystery",,53 min.,R - 17+ (violence & profanity)
Macross Δ,https://myanimelist.net/anime/28013/Macross_Δ,https://cdn.myanimelist.net/images/anime/5/79376.jpg,7.281,3020,2626,8660,34011,3715,4690,31902,82978,556,TV,26,Finished Airing,"Apr 3, 2016 to Sep 25, 2016",Spring 2016,Sundays at 22,"Bandai Visual, Big West, flying DOG, Techno Sound",Nozomi Entertainment,Satelight,Original,"Romance, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older
Mahoraba: Heartful Days,https://myanimelist.net/anime/519/Mahoraba__Heartful_Days,https://cdn.myanimelist.net/images/anime/3/50903.jpg,7.281,3021,4680,1522,14302,1050,1253,9957,28084,109,TV,26,Finished Airing,"Jan 10, 2005 to Jun 27, 2005",Winter 2005,Mondays at 01,"Starchild Records, TV Tokyo Music",Discotek Media,J.C.Staff,Manga,"Comedy, Romance",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Marmalade Boy Movie,https://myanimelist.net/anime/520/Marmalade_Boy_Movie,https://cdn.myanimelist.net/images/anime/9/4286.jpg,7.281,3022,6568,295,7611,174,149,3816,12045,24,Movie,1,Finished Airing,"Mar 4, 1995",,,"None found, add some","Discotek Media, Tokyopop",Toei Animation,Manga,,Shoujo,26 min.,PG-13 - Teens 13 or older
Mazinger Z,https://myanimelist.net/anime/2253/Mazinger_Z,https://cdn.myanimelist.net/images/anime/1485/144735.jpg,7.281,3023,5368,1414,9219,1230,1234,7091,20188,147,TV,92,Finished Airing,"Dec 3, 1972 to Sep 1, 1974",Winter 1973,Sundays at 19,Dynamic Planning,Discotek Media,Toei Animation,Manga,"Drama, Sci-Fi",Shounen,25 min. per ep.,PG-13 - Teens 13 or older
